VCD info: dumpfile wave.vcd opened for output.
WARNING: testbench_top.v:87: $readmemh(input_mem.csv): Too many words in the file for the requested range [0:255].
T=  30.00 ns: --- Sending comp_enb pulse ---
T=  40.00 ns: Waiting for 'done' signal from accelerator...
PE_DBG[0][0] @2605.00 ns: CLEAR_ACC. Acc/mul/flags/MAC_count reset. DoneLatch reset. (MAC_TGT=32)
PE_DBG[0][1] @2605.00 ns: CLEAR_ACC. Acc/mul/flags/MAC_count reset. DoneLatch reset. (MAC_TGT=32)
PE_DBG[0][2] @2605.00 ns: CLEAR_ACC. Acc/mul/flags/MAC_count reset. DoneLatch reset. (MAC_TGT=32)
PE_DBG[0][3] @2605.00 ns: CLEAR_ACC. Acc/mul/flags/MAC_count reset. DoneLatch reset. (MAC_TGT=32)
PE_DBG[31][31] @2605.00 ns: CLEAR_ACC. Acc/mul/flags/MAC_count reset. DoneLatch reset. (MAC_TGT=32)
PE_DBG_ACCUM[0][0] @2635.00 ns: En=1 DoneLatch=0| MACsDone(cur)=0, MACsDone(next_calc)=1/32 | a_R=0000(v1) b_R=0000(v1) | mul_R(old)=0000(v1) acc_R(old)=0000 | mul_out(new_mulR)=0000 add_out(new_acc)=0000
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3495.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3495.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3505.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3505.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3505.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3505.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3505.00 ns: En=1 DoneLatch=0| MACsDone(cur)=25, MACsDone(next_calc)=26/32 | a_R=0000(v1) b_R=c120(v1) | mul_R(old)=41a8(v1) acc_R(old)=c040 | mul_out(new_mulR)=8000 add_out(new_acc)=4190
PE_DBG_ACCUM[31][31] @3515.00 ns: En=1 DoneLatch=0| MACsDone(cur)=26, MACsDone(next_calc)=27/32 | a_R=0000(v1) b_R=4000(v1) | mul_R(old)=8000(v1) acc_R(old)=4190 | mul_out(new_mulR)=0000 add_out(new_acc)=4190
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3515.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3515.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3515.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3515.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3525.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3525.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3525.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3525.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3525.00 ns: En=1 DoneLatch=0| MACsDone(cur)=27, MACsDone(next_calc)=28/32 | a_R=0000(v1) b_R=0000(v1) | mul_R(old)=0000(v1) acc_R(old)=4190 | mul_out(new_mulR)=0000 add_out(new_acc)=4190
PE_DBG_ACCUM[31][31] @3535.00 ns: En=1 DoneLatch=0| MACsDone(cur)=28, MACsDone(next_calc)=29/32 | a_R=0000(v1) b_R=0000(v1) | mul_R(old)=0000(v1) acc_R(old)=4190 | mul_out(new_mulR)=0000 add_out(new_acc)=4190
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3535.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3535.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3535.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3535.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3545.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3545.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3545.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3545.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3545.00 ns: En=1 DoneLatch=0| MACsDone(cur)=29, MACsDone(next_calc)=30/32 | a_R=c080(v1) b_R=c0c0(v1) | mul_R(old)=0000(v1) acc_R(old)=4190 | mul_out(new_mulR)=41c0 add_out(new_acc)=4190
PE_DBG_ACCUM[31][31] @3555.00 ns: En=1 DoneLatch=0| MACsDone(cur)=30, MACsDone(next_calc)=31/32 | a_R=0000(v1) b_R=4040(v1) | mul_R(old)=41c0(v1) acc_R(old)=4190 | mul_out(new_mulR)=0000 add_out(new_acc)=4228
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3555.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3555.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3555.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3555.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3565.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3565.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3565.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3565.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_ACCUM[31][31] @3565.00 ns: En=1 DoneLatch=0| MACsDone(cur)=31, MACsDone(next_calc)=32/32 | a_R=0000(v0) b_R=4040(v0) | mul_R(old)=0000(v1) acc_R(old)=4228 | mul_out(new_mulR)=0000 add_out(new_acc)=4228
PE_DBG_VALID[31][31] @3565.00 ns: >>> MAC_COUNT_TARGET (32) Reached. DoneLatch_SET. AccVal NOW FROZEN at 0x4228 <<<
PE_DBG_PAUSED_ACC_FROZEN[31][31] @3575.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=4040(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4228 | mul_out(new_mulR)=0000 add_out(hypo)=4228
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3575.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3575.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3575.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3575.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][0] @3585.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x42c0 | mul_out(new_mulR)=0000 add_out(hypo)=42c0
PE_DBG_PAUSED_ACC_FROZEN[0][1] @3585.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=40e0(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4270 | mul_out(new_mulR)=0000 add_out(hypo)=4270
PE_DBG_PAUSED_ACC_FROZEN[0][2] @3585.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=0000(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x429e | mul_out(new_mulR)=0000 add_out(hypo)=429e
PE_DBG_PAUSED_ACC_FROZEN[0][3] @3585.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=c100(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4080 | mul_out(new_mulR)=8000 add_out(hypo)=4080
PE_DBG_PAUSED_ACC_FROZEN[31][31] @3585.00 ns: DoneLatch=1| MACsDone=32 | a_R=0000(v0) b_R=4040(v0) | mul_R(FROZEN_INPUT)=0000(v0) acc_R(FROZEN)=0x4228 | mul_out(new_mulR)=0000 add_out(hypo)=4228
T=6465.00 ns: Accelerator 'done' signal received. Computation complete.
T=6485.00 ns: Writing accelerator results to result_mem.csv ...
T=6485.00 ns: Results written. Simulation finished.
